split,file,label_index,label_name,source_dir
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_305_20260313_175008.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_229_20260313_174735.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_271_20260313_174900.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_231_20260313_174739.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_47_20260313_171329.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_297_20260313_173640.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_73_20260313_180845.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_561_20260313_175842.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_57_20260313_174150.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_167_20260313_181153.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_73_20260313_171421.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_24_20260313_174044.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_86_20260313_171447.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_172_20260313_174541.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_548_20260313_175816.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_103_20260313_171521.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_269_20260313_172055.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_232_20260313_173429.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_45_20260313_171325.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_140_20260313_173125.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_196_20260313_171828.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_161_20260313_174519.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_315_20260313_175028.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_125_20260313_173055.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_414_20260313_175347.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_91_20260313_172946.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_279_20260313_181538.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_246_20260313_172009.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_153_20260313_173151.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_12_20260313_180642.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_260_20260313_173526.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_199_20260313_181258.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_314_20260313_181649.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_285_20260313_173616.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_59_20260313_180817.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_19_20260313_174034.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_284_20260313_174926.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_160_20260313_174517.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_256_20260313_173517.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_260_20260313_181500.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_35_20260313_171305.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_107_20260313_173018.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_236_20260313_181412.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_100_20260313_171515.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_187_20260313_171810.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_467_20260313_175533.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_104_20260313_174324.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_328_20260313_181717.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_47_20260313_180752.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_143_20260313_171642.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_506_20260313_175651.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_306_20260313_175010.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_216_20260313_171908.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_174_20260313_173233.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_65_20260313_172854.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_455_20260313_175509.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_22_20260313_172728.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_69_20260313_171413.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_96_20260313_171507.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_51_20260313_174138.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_09_20260313_174014.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_250_20260313_172017.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_385_20260313_175248.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_613_20260313_180026.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_21_20260313_174038.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_277_20260313_174912.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_116_20260313_171548.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_497_20260313_175633.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_247_20260313_174811.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_111_20260313_174339.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_311_20260313_173708.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_345_20260313_175128.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_356_20260313_175150.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_285_20260313_172127.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_152_20260313_171700.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_166_20260313_171728.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_83_20260313_174242.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_235_20260313_171946.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_649_20260313_180139.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_30_20260313_174056.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_69_20260313_172902.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_141_20260313_171638.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_189_20260313_174615.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_156_20260313_171708.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_48_20260313_171331.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_69_20260313_180837.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_50_20260313_180759.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_119_20260313_171554.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_230_20260313_181400.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_81_20260313_171437.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_60_20260313_174156.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_444_20260313_175447.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_121_20260313_174359.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_245_20260313_181430.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_224_20260313_181348.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_574_20260313_175908.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_208_20260313_173341.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_504_20260313_175647.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_56_20260313_171347.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_358_20260313_175154.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_273_20260313_172103.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_231_20260313_173427.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_26_20260313_171247.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_322_20260313_175042.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_332_20260313_172301.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_33_20260313_171301.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_02_20260313_174000.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_228_20260313_181356.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_51_20260313_180801.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_282_20260313_181544.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_259_20260313_174836.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_272_20260313_174902.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_10_20260313_180638.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_344_20260313_175126.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_77_20260313_171429.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_601_20260313_180002.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_183_20260313_173251.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_105_20260313_180949.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_476_20260313_175551.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_363_20260313_175204.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_264_20260313_181508.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_140_20260313_171636.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_268_20260313_172053.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_84_20260313_180907.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_398_20260313_175315.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_192_20260313_171820.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_608_20260313_180016.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_97_20260313_174310.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_138_20260313_174433.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_387_20260313_175253.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_255_20260313_174827.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_17_20260313_171229.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_177_20260313_174551.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_173_20260313_173231.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_468_20260313_175535.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_101_20260313_171517.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_76_20260313_171427.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_03_20260313_180624.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_273_20260313_181526.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_265_20260313_174848.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_15_20260313_180648.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_236_20260313_171949.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_144_20260313_173133.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_305_20260313_181631.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_94_20260313_180927.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_480_20260313_175559.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_144_20260313_174445.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_516_20260313_175712.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_199_20260313_174635.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_291_20260313_173628.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_150_20260313_181119.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_383_20260313_175244.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_411_20260313_175341.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_291_20260313_174940.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_263_20260313_174844.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_112_20260313_171539.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_217_20260313_171910.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_327_20260313_175052.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_275_20260313_181530.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_350_20260313_175138.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_166_20260313_174529.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_113_20260313_171542.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_24_20260313_172732.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_388_20260313_175255.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_278_20260313_181536.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_340_20260313_175118.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_115_20260313_171546.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_35_20260313_180728.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_368_20260313_175214.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_233_20260313_171942.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_23_20260313_172730.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_503_20260313_175645.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_313_20260313_175024.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_143_20260313_181105.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_328_20260313_173742.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_60_20260313_180819.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_53_20260313_174142.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_303_20260313_181626.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_257_20260313_174832.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_134_20260313_171624.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_95_20260313_174306.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_266_20260313_181512.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_618_20260313_180036.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_263_20260313_172043.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_18_20260313_174032.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_307_20260313_175012.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_239_20260313_181418.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_181_20260313_181221.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_280_20260313_181540.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_96_20260313_172956.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_10_20260313_172704.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_265_20260313_172047.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_205_20260313_174647.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_626_20260313_180052.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none1\parca_260_20260313_172037.wav,0,none,voice_none1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_216_20260313_181332.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_168_20260313_174533.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_102_20260313_174320.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_229_20260313_181358.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_606_20260313_180012.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem2\parca_101_20260313_180941.wav,1,yem,voice_yem2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_316_20260313_175030.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_40_20260313_174116.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_303_20260313_173652.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_123_20260313_173051.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_522_20260313_175724.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_628_20260313_180056.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_243_20260313_173451.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_211_20260313_174659.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_yem1\parca_327_20260313_173740.wav,1,yem,voice_yem1
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_238_20260313_174753.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_176_20260313_174549.wav,0,none,voice_none2
train,C:\Users\lenovo\Desktop\omar\PROJE1\voice_none2\parca_256_20260313_174830.wav,0,none,voice_none2
